time: 13.512035846710205, n: 2000
6.76377683e-04,4.15669408e-04,1.60000000e+01,3.45071638e-01
1.99789701e-03,6.01448051e-04,2.50000000e+01,3.60765205e-01
6.83367425e-04,4.33049461e-04,1.70000000e+01,3.49658912e-01
1.01042477e-03,4.99205439e-04,2.00000000e+01,3.54055969e-01
9.39558633e-04,4.97736402e-04,2.00000000e+01,3.54810082e-01
4.15250888e-04,3.73450994e-04,1.40000000e+01,3.40719277e-01
1.23982684e-03,6.19877674e-04,2.60000000e+01,3.64315655e-01
1.12333408e-03,5.38452548e-04,2.20000000e+01,3.57028041e-01
1.04997710e-03,5.13980582e-04,2.10000000e+01,3.58243728e-01
7.72217998e-04,4.54642322e-04,1.80000000e+01,3.51936620e-01
1.78115349e-03,6.31042593e-04,2.60000000e+01,3.61286825e-01
1.35710100e-03,5.16143004e-04,2.10000000e+01,3.55567414e-01
7.23285588e-04,4.94158997e-04,2.00000000e+01,3.56455064e-01
2.25894986e-03,7.20086680e-04,3.10000000e+01,3.70871985e-01
3.83831218e-04,3.52490506e-04,1.30000000e+01,3.38928450e-01
1.81772735e-03,6.38081624e-04,2.70000000e+01,3.65648436e-01
9.27878694e-04,5.20544143e-04,2.10000000e+01,3.56709493e-01
1.09938035e-03,5.05126920e-04,2.00000000e+01,3.51750836e-01
6.36372542e-04,4.30856664e-04,1.70000000e+01,3.50026265e-01
7.29437530e-04,5.18900440e-04,2.10000000e+01,3.55062167e-01
8.31793059e-04,5.21397259e-04,2.10000000e+01,3.53930595e-01
1.33716558e-03,5.60965700e-04,2.30000000e+01,3.59855986e-01
7.58754762e-04,5.06304351e-04,2.00000000e+01,3.51318102e-01
1.05065024e-03,6.20311390e-04,2.60000000e+01,3.62400290e-01
5.96167588e-04,5.10655385e-04,2.10000000e+01,3.58693702e-01
1.65491820e-03,6.62997044e-04,2.80000000e+01,3.67463235e-01
1.08499854e-03,5.75955501e-04,2.40000000e+01,3.61482821e-01
8.38768207e-04,4.62041890e-04,1.80000000e+01,3.47108873e-01
4.56806153e-04,3.69874755e-04,1.40000000e+01,3.44655172e-01
1.36131879e-03,6.39588210e-04,2.70000000e+01,3.66050174e-01
5.42941055e-04,4.76078372e-04,1.90000000e+01,3.53242622e-01
1.02370913e-03,5.32368363e-04,2.20000000e+01,3.60374977e-01
4.65319945e-04,3.89996645e-04,1.50000000e+01,3.46207135e-01
8.50549759e-04,4.35514984e-04,1.70000000e+01,3.50640239e-01
6.34026919e-04,4.61408637e-04,1.80000000e+01,3.49536632e-01
1.78872858e-03,6.82146000e-04,2.90000000e+01,3.67193240e-01
2.46446044e-04,3.52006044e-04,1.30000000e+01,3.39677145e-01
1.17137608e-03,5.80857657e-04,2.40000000e+01,3.59920778e-01
1.48643494e-03,5.84170972e-04,2.40000000e+01,3.59015805e-01
6.86419405e-04,4.41404243e-04,1.70000000e+01,3.45548833e-01
8.52145672e-04,5.34610830e-04,2.20000000e+01,3.60050432e-01
1.50580102e-03,5.55646960e-04,2.30000000e+01,3.60245089e-01
7.84197949e-04,4.94706564e-04,2.00000000e+01,3.54999112e-01
7.72210997e-04,4.54941479e-04,1.80000000e+01,3.49720084e-01
9.31917974e-04,5.00815166e-04,2.00000000e+01,3.54244196e-01
1.47540606e-03,5.79784210e-04,2.40000000e+01,3.61025826e-01
1.32950889e-03,6.57007306e-04,2.80000000e+01,3.68004418e-01
1.43672407e-03,5.81749222e-04,2.40000000e+01,3.60830325e-01
8.87284236e-04,4.32196078e-04,1.70000000e+01,3.48926514e-01
6.80069291e-04,4.55096328e-04,1.80000000e+01,3.52495151e-01
8.04727072e-04,5.55600626e-04,2.30000000e+01,3.59985593e-01
1.07467862e-03,6.44495130e-04,2.70000000e+01,3.65381100e-01
3.14084385e-04,3.47461879e-04,1.30000000e+01,3.44121191e-01
1.78999379e-03,6.26516490e-04,2.60000000e+01,3.61025826e-01
3.17755655e-04,3.31775690e-04,1.20000000e+01,3.34504685e-01
3.12576854e-04,3.54882372e-04,1.30000000e+01,3.36872262e-01
1.57584548e-03,5.36220005e-04,2.20000000e+01,3.58886894e-01
1.36899767e-03,6.64567340e-04,2.80000000e+01,3.65180855e-01
1.40780079e-03,6.65438761e-04,2.80000000e+01,3.66923642e-01
9.05941653e-04,4.56122538e-04,1.80000000e+01,3.50824851e-01
1.52796386e-03,6.19690999e-04,2.60000000e+01,3.63520640e-01
1.02530685e-03,5.80424276e-04,2.40000000e+01,3.60050432e-01
6.44824745e-04,3.91627433e-04,1.50000000e+01,3.45250432e-01
1.31585972e-03,5.73471538e-04,2.40000000e+01,3.63190407e-01
2.40825491e-03,7.18158403e-04,3.00000000e+01,3.65983156e-01
2.83698027e-04,3.49922896e-04,1.30000000e+01,3.42529130e-01
1.53884083e-03,6.17797781e-04,2.60000000e+01,3.65782251e-01
6.07360267e-04,4.58397486e-04,1.80000000e+01,3.49964986e-01
5.03526749e-04,3.93667433e-04,1.50000000e+01,3.44180441e-01
4.52106303e-04,4.72103542e-04,1.90000000e+01,3.53742700e-01
4.43047125e-04,3.96204639e-04,1.50000000e+01,3.45489112e-01
9.48399717e-04,4.73988815e-04,1.90000000e+01,3.53055457e-01
1.28899338e-03,5.83464005e-04,2.40000000e+01,3.60374977e-01
6.09552685e-04,3.70608794e-04,1.40000000e+01,3.42940470e-01
1.40163650e-03,5.79609217e-04,2.40000000e+01,3.62466002e-01
5.62668832e-04,4.64922204e-04,1.80000000e+01,3.47954743e-01
1.70373111e-03,6.84142274e-04,2.90000000e+01,3.66519985e-01
1.38153959e-03,5.40210135e-04,2.20000000e+01,3.56391514e-01
1.01067588e-03,4.81228182e-04,1.90000000e+01,3.51256370e-01
1.30200803e-03,6.44520363e-04,2.70000000e+01,3.62860773e-01
7.75292220e-04,4.48921480e-04,1.80000000e+01,3.55062167e-01
3.42362913e-04,3.52802421e-04,1.30000000e+01,3.39619436e-01
5.91288504e-04,4.14307262e-04,1.60000000e+01,3.47531293e-01
5.94600287e-04,4.91670556e-04,2.00000000e+01,3.56964286e-01
1.24357381e-03,5.77073468e-04,2.40000000e+01,3.62663280e-01
4.67768909e-04,4.90634120e-04,1.90000000e+01,3.49536632e-01
4.79262304e-04,4.95012560e-04,2.00000000e+01,3.54936080e-01
5.24766442e-04,3.75532053e-04,1.40000000e+01,3.40777361e-01
9.20185695e-04,5.36750173e-04,2.20000000e+01,3.57730852e-01
7.70007636e-04,5.66628944e-04,2.30000000e+01,3.57987106e-01
1.56990693e-03,6.61974322e-04,2.80000000e+01,3.66050174e-01
1.27336478e-03,5.40127530e-04,2.20000000e+01,3.56391514e-01
7.31148478e-04,4.50332185e-04,1.80000000e+01,3.53867941e-01
8.01333817e-04,4.75809593e-04,1.90000000e+01,3.53617548e-01
4.89038687e-04,3.89659490e-04,1.50000000e+01,3.45190813e-01
9.65106641e-04,5.96307535e-04,2.50000000e+01,3.62926652e-01
4.12037431e-04,4.32826719e-04,1.70000000e+01,3.49353373e-01
9.78847754e-04,5.55621596e-04,2.30000000e+01,3.58372176e-01
6.08372163e-04,4.91021969e-04,2.00000000e+01,3.56709493e-01
4.02629824e-04,3.32400378e-04,1.20000000e+01,3.37383966e-01
5.78471937e-04,3.47749938e-04,1.30000000e+01,3.40777361e-01
