time: 3.708179473876953, n: 1000
5.12527886e-04,5.52233833e-04,5.00000000e+00,3.09051767e-01
5.17804484e-04,5.60041422e-04,5.00000000e+00,3.04706907e-01
0.00000000e+00,2.28595262e-04,1.00000000e+00,2.71514434e-01
2.15541130e-04,5.63740676e-04,5.00000000e+00,2.92289945e-01
1.14690069e-04,4.39852629e-04,3.00000000e+00,2.61268606e-01
5.02308400e-04,6.44240710e-04,6.00000000e+00,3.05641018e-01
2.75674193e-04,4.84607349e-04,4.00000000e+00,2.90840432e-01
5.32469362e-04,5.78649579e-04,5.00000000e+00,3.00482520e-01
6.11138111e-04,7.23884138e-04,7.00000000e+00,3.03131955e-01
7.56570204e-05,4.41326401e-04,3.00000000e+00,2.54272125e-01
5.23035266e-04,7.13484581e-04,7.00000000e+00,3.12050392e-01
1.39666314e-04,4.73901273e-04,4.00000000e+00,2.94535008e-01
5.78866640e-04,7.55429370e-04,6.00000000e+00,2.87485871e-01
5.54163125e-04,7.16900913e-04,7.00000000e+00,3.12441555e-01
2.77405928e-04,5.59096493e-04,5.00000000e+00,2.98682145e-01
1.77019576e-04,5.09394011e-04,4.00000000e+00,2.73750961e-01
1.39733988e-04,4.26971379e-04,3.00000000e+00,2.63966376e-01
3.56242896e-04,4.88307197e-04,4.00000000e+00,2.81479673e-01
8.99007245e-04,7.57432960e-04,7.00000000e+00,2.96109593e-01
5.14713928e-04,6.84178484e-04,6.00000000e+00,2.86741732e-01
5.92419013e-04,6.51177674e-04,6.00000000e+00,3.13423766e-01
7.05731214e-04,7.15005463e-04,7.00000000e+00,3.09627640e-01
1.14048342e-03,9.05612044e-04,9.00000000e+00,3.14412173e-01
7.75589819e-04,7.62341964e-04,7.00000000e+00,3.06298311e-01
5.47937346e-04,6.79097828e-04,6.00000000e+00,2.85919415e-01
2.43869017e-04,4.74016347e-04,4.00000000e+00,2.99040492e-01
2.64988823e-04,5.70762276e-04,5.00000000e+00,3.00211081e-01
8.58984542e-04,8.43012012e-04,8.00000000e+00,3.00030395e-01
1.06565208e-03,8.15925741e-04,8.00000000e+00,3.23176986e-01
2.28033911e-04,4.89758191e-04,4.00000000e+00,2.84288851e-01
0.00000000e+00,2.47392409e-04,1.00000000e+00,2.42756514e-01
1.21805916e-03,9.24216810e-04,9.00000000e+00,3.05922369e-01
1.41900167e-04,4.83591827e-04,4.00000000e+00,2.87900953e-01
8.49957248e-04,7.47202273e-04,7.00000000e+00,2.98503294e-01
4.25154593e-04,5.91636813e-04,5.00000000e+00,2.81003664e-01
1.38194350e-03,9.01622101e-04,7.00000000e+00,2.89153423e-01
4.57472442e-04,6.59095396e-04,6.00000000e+00,3.06016268e-01
8.71938268e-04,5.78684879e-04,5.00000000e+00,3.05922369e-01
8.88644596e-04,8.43079385e-04,8.00000000e+00,3.02763742e-01
5.09179174e-04,6.49448768e-04,6.00000000e+00,3.00845202e-01
5.33578036e-04,6.76816370e-04,6.00000000e+00,2.87817841e-01
7.05589125e-04,6.22068074e-04,6.00000000e+00,3.20270158e-01
8.64641816e-04,7.25125888e-04,7.00000000e+00,3.18225663e-01
9.53021702e-04,8.22957916e-04,8.00000000e+00,3.05079866e-01
0.00000000e+00,2.35401727e-04,1.00000000e+00,2.58156655e-01
1.74646009e-04,5.64722125e-04,5.00000000e+00,3.00391986e-01
1.49670099e-04,4.22620516e-04,3.00000000e+00,2.71588396e-01
1.92134018e-03,9.23462831e-04,9.00000000e+00,3.08764633e-01
3.18773050e-04,5.84745627e-04,5.00000000e+00,2.94970710e-01
1.09644192e-03,8.96265347e-04,9.00000000e+00,3.18734335e-01
1.23993075e-04,4.26343671e-04,3.00000000e+00,2.72851943e-01
6.36624941e-04,7.39902517e-04,7.00000000e+00,3.01117789e-01
8.11176750e-04,5.75201387e-04,5.00000000e+00,3.03131955e-01
